participant_id,context_a,context_b,dominant_cosine,top2_mean_angle_deg,top2_max_angle_deg,eigenvalue_distance,spectral_radius_diff,operator_frobenius_distance,bin_clicks
P32,1,4,0.27130327341866883,69.45489560858003,69.45489560858003,0.6086228920347202,0.16186506247730964,0.8621127012806729,10
P32,2,3,0.7858918829082406,38.196758071023545,38.196758071023545,0.2918770255331176,0.11745499812262283,0.9255413172758363,10
P32,2,4,0.2681288009265035,63.49529203379604,63.49529203379604,0.5038216744631032,0.13099002341136812,1.0536255750871037,10
P32,3,4,0.3405797074013645,51.38123684455707,51.38123684455707,0.6091871019706849,0.24844502153399095,0.6073581741508999,10
P33,1,2,0.7882098261602289,28.220151092507173,36.03782391066723,0.1536963470371921,0.1536963470371921,0.9766444962578312,10
P33,1,3,0.8806367844755424,39.03252952399384,70.09942028785304,0.270706951054692,0.270706951054692,0.76188721605324,10
P33,1,4,0.13161868872361207,58.05671742549863,87.8639805339384,0.8101849957623418,0.07112338149262876,0.919842236159967,10
P33,2,3,0.5783680886792142,51.11552652716071,89.21461842537326,0.11701060401749991,0.11701060401749991,0.5301128613074885,10
P33,2,4,0.008800416510037545,38.06893334867166,73.59189433292042,0.6564886487251498,0.08257296554456334,0.8931697611719047,10
P33,3,4,0.16364945716999005,71.92903718046145,89.2052546319426,0.5394780447076498,0.19958356956206325,0.758058611074228,10
P34,1,2,0.8248402780462428,34.427698683927666,34.427698683927666,0.08611302586306503,0.05217303782637761,2.834001952262839,10
P34,1,3,0.22241967477058472,3.2052057143709463,3.2052057143709463,0.5850719914318245,0.2806379679319387,2.07947112780256,10
P34,1,4,0.8994812757021483,14.175092888316136,14.175092888316136,0.9735853914111325,0.20565744944968561,2.4629539935901525,10
P34,2,3,0.08002536119105041,35.573941951784036,35.573941951784036,0.5835418847282202,0.22846493010556107,2.050025461884736,10
P34,2,4,0.856197341764946,28.65027987994341,28.65027987994341,0.8965039597771045,0.153484411623308,2.374703128850163,10
P34,3,4,0.2062453609724718,18.729292020979436,28.322100916529855,0.8431374161275607,0.07498051848225307,1.5669263153085098,10
P35,1,2,0.5237848283883249,43.25938552177258,85.45847335760834,0.32873129607823354,0.32873129607823354,1.4912861511486373,10
P35,1,3,0.9037800863646035,21.74104379851908,21.74104379851908,0.5791631154144237,0.2744134254886434,1.339885832785217,10
P35,1,4,0.1601493563176695,55.127510688746526,55.127510688746526,0.1410843673462535,0.07937403728654202,1.3349676373816932,10
P35,2,3,0.27127454735670414,73.59362126508854,73.59362126508854,0.6991420751616423,0.054317870589590145,2.0378825676355765,10
P35,2,4,0.243777302402744,40.88926720827069,40.88926720827069,0.2959540274881559,0.24935725879169152,1.881038040296979,10
P35,3,4,0.4049813409336929,66.11004212683649,66.11004212683649,0.46660546696375005,0.19503938820210137,2.1481064945596784,10
P36,1,2,0.3573515153288915,28.654658741400638,28.654658741400638,0.8020231343045807,0.4919334794738256,0.8693871728243426,10
P36,1,3,0.6216295342770338,46.26460540502165,73.09804320654601,0.8148394787306769,0.5534772465887995,0.9979839679431907,10
P36,1,4,0.03660714297147999,87.88408557069683,87.88408557069683,0.63507757180902,0.26274575316081045,0.9500506737610122,10
P36,2,3,0.0864445197853799,68.42276780615808,68.42276780615808,0.16621349842322014,0.06154376711497392,0.533779552650033,10
P36,2,4,0.1980674296488753,78.5760297183584,78.5760297183584,0.3538980757471072,0.22918772631301515,0.6699448404992915,10
P36,3,4,0.5012707774346206,20.69599005182224,20.69599005182224,0.4908717562383807,0.2907314934279891,0.808865213886218,10
P37,1,2,0.9020414827158479,48.915212993766,88.54133948407949,0.08152905981699754,0.08152905981699754,0.8836547414648704,10
P37,1,3,0.8209671817582365,5.009599695385447,5.009599695385447,0.17604122148100507,0.14794766267125198,2.125146623765735,10
P37,1,4,0.9295832213084803,26.993893473053117,49.03305738063486,0.1150577715022888,0.1150577715022888,1.1461916614492802,10
P37,2,3,0.9564610501402213,13.255185590630674,13.255185590630674,0.2510194316033877,0.22947672248824952,2.1197610462930343,10
P37,2,4,0.8724220275685376,28.5338909329888,41.9777479574973,0.03352871168529126,0.03352871168529126,1.3170270807495519,10
P37,3,4,0.9015517188961161,11.107199976118405,11.107199976118405,0.2829077131212549,0.2630054341735408,2.7648250017088123,10
P38,1,2,0.2989051074645558,69.30205138676301,69.30205138676301,0.28873524821108554,0.06827568308765752,1.3640963329762017,10
P38,1,3,0.6099479350240584,32.359369817712796,32.359369817712796,0.48657616966152917,0.13538289173977225,1.1985957366761013,10
P38,1,4,0.08401781777569464,31.96093397941861,56.03143146757869,1.0171638775278866,0.27730253862601084,1.2952093332790138,10
P38,2,3,0.0924104716680979,84.69770498631429,84.69770498631429,0.21310605998258975,0.06710720865211472,1.7028317305002225,10
P38,2,4,0.28080523523794293,49.67278622711951,49.67278622711951,0.9248802999116454,0.20902685553835332,1.3860675829978586,10
P38,3,4,0.5415333217646792,22.631092226024666,22.631092226024666,0.8078946376316345,0.1419196468862386,1.1386478501920863,10
P39,1,2,0.6602102405330044,48.40740624241595,48.40740624241595,0.40700669455755933,0.18978578619977857,0.6853710395186832,10
P39,1,3,0.8925022402849441,25.549811508938074,25.549811508938074,0.2890475204687246,0.17573416100500164,0.7985737077733027,10
P39,1,4,0.9209442197197133,24.714673747610796,41.78877384134639,0.2207215168229326,0.2207215168229326,0.8113388981409406,10
P39,2,3,0.9014199352225014,25.65465634305395,25.65465634305395,0.12419844741163506,0.014051625194776929,0.41796217917548717,10
