participant_id,context,n_early,n_late,rho_early,rho_late,dominant_cosine,top2_mean_angle_deg,top2_max_angle_deg,eigenvalue_distance,spectral_radius_diff,operator_frobenius_distance,early_predicts_late_mse,early_predicts_late_skill,bin_clicks
P31,1,12,12,0.24876471275731699,0.30551368755132247,0.7485934010144797,11.017128531813198,11.017128531813198,0.2646840553302569,0.05674897479400548,0.903210435329534,1.2723733286140753,0.39887661547467856,10
P31,2,12,13,0.3269905354879788,0.23667317348541425,0.2933856601327226,70.77780558749825,70.77780558749825,0.3312713744714735,0.09031736200256454,0.6911769736857394,2.5881876166413984,0.4311469985299058,10
P31,3,12,12,0.2942350729368919,0.2441567122366873,0.993397606209504,5.118406907212988,5.118406907212988,0.2527399559751327,0.05007836070020458,0.6662718463422761,0.9987340121066021,0.57607855690953,10
P31,4,11,12,0.23381104179418594,0.21029428386769916,0.8290328630876508,31.901692834895986,31.901692834895986,0.4098287621187506,0.023516757926486775,0.5002441505952858,1.244674255028064,0.290147246667775,10
P32,1,11,12,0.3538894888710472,0.3690410951738861,0.04354427639915608,63.85790722121487,63.85790722121487,0.49795682639485483,0.015151606302838905,0.8682644640428654,1.0373187067117184,0.42168920109016417,10
P32,2,10,11,0.3021043462643748,0.3322181356662624,0.0931531836848983,84.65496636672559,84.65496636672559,0.47826471975100626,0.03011378940188758,0.8141341161876101,0.7543486395285598,0.35215636801125305,10
P32,3,11,11,0.5191820711021591,0.26581169185127346,0.9444496157545272,29.567607779100847,47.58149454132928,0.7849937629534325,0.2533703792508856,1.3424329545192668,3.2783337199762683,-0.1006842195656974,10
P32,4,11,11,0.4163164593277599,0.2825493290963208,0.8095668191044992,35.639288240092185,35.639288240092185,0.20851664840918557,0.1337671302314391,0.9235498972159778,2.8983154505150304,0.07967155086441946,10
P33,1,7,8,0.3326767462250951,0.4545960216799502,0.3225464964190807,24.51615032214009,47.08765722108107,0.12191927545485515,0.12191927545485515,0.6464708783530602,1.081742291328738,0.5424276063274887,10
P33,2,13,13,0.32650740614548374,0.2047183336389221,0.38181810397216,45.25588033850244,72.07034802537069,0.12178907250656162,0.12178907250656162,0.6315556806427465,0.7759595845639976,0.45970060258340506,10
P33,3,14,14,0.27848363971312434,0.3068103755749289,0.21432210530715634,63.106448271472345,63.106448271472345,0.4204835452822826,0.028326735861804564,0.8557407955407401,1.7681735438974016,0.480341019558973,10
P33,4,14,14,0.3021525642721891,0.2699806205094641,0.47945614562442157,59.127997014894596,59.127997014894596,0.2784429434559463,0.03217194376272503,0.871406975234616,1.2988778077100205,0.36331218625734385,10
P34,1,10,10,0.7499458986752059,0.7303951039724005,0.7716046569625555,39.50179487102918,39.50179487102918,0.34521660778294055,0.019550794702805407,2.669994267323048,1.7676005735850573,0.2647955809278646,10
P34,2,11,11,0.7477285090522614,0.5977340457424485,0.11561867959833325,83.3606891835821,83.3606891835821,0.4109534500040795,0.14999446330981292,2.290450801560834,0.6995144140092895,0.19813078345390922,10
P34,3,11,11,0.4873288149350152,0.5722327299107368,0.7559278829763976,40.8934876872806,40.8934876872806,0.08731321624202047,0.08490391497572164,3.280230965743879,3.9160777676491407,-0.3296470661251243,10
P34,4,10,11,0.34114774490121536,0.639171488777412,0.7416909453009832,20.976792437034256,20.976792437034256,0.8595752443781324,0.2980237438761967,3.1301334253573723,4.1647112235216,0.05250790790963755,10
P35,1,13,14,0.5219163985474591,0.738597002175252,0.5522643015619664,35.685995210204176,35.685995210204176,1.006515134906231,0.21668060362779296,2.595657145859935,2.2642478247001097,-0.5762803182346494,10
P35,2,16,16,0.7704793655332549,0.6945905412946815,0.3532940073909703,51.2155163978302,58.4490041665148,0.07588882423857346,0.07588882423857346,0.9638800171270537,0.8949982461632215,0.5813888659390142,10
P35,3,15,16,0.5292039569317285,0.7449435234507198,0.6076655638086212,52.57910123728153,52.57910123728153,0.2262476764950005,0.2157395665189913,1.0732110036165061,0.7682549419636875,0.7364728000424317,10
P35,4,15,15,0.41794294450550395,0.5838317530519126,0.14710612968559797,49.15230350817793,49.15230350817793,0.9707560999266341,0.16588880854640864,2.6267904577487333,1.036056552164003,0.5872821540390556,10
P36,1,9,9,0.27675323405104857,0.18079426739124643,0.13554827909979078,82.20967460216451,82.20967460216451,0.37978427861005815,0.09595896665980214,1.3166549445074944,35.04534632573456,-6.543950689975992,10
P36,2,9,10,0.23568922473770132,0.2963937498070546,0.24913268624766624,27.563725951458085,27.563725951458085,0.48166814586143447,0.060704525069353255,0.8087842584970131,1.0341364829501294,0.44955085526991334,10
P36,3,10,10,0.2953476156461057,0.46730600210248446,0.31955561218080963,69.84064829973141,80.66718333140504,0.1719583864563788,0.1719583864563788,0.6813711345639387,1.277460808708248,0.6436266993484512,10
P36,4,6,6,0.19602206409740802,0.4105168908386837,0.05569779234902387,86.80709925726465,86.80709925726465,0.43975249963443774,0.21449482674127568,0.9251649782330327,2.7711149367435364,0.4288166807117011,10
